Year,Team,Player,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL
2022-23,Atlanta Dream,Danielle Robinson,15,19.8,4.9,2.1,4.4,47,0.4,0.9,46.2,0.3,0.5,62.5,0.3,1.9,2.1,3.3,1.5,0.7
2022-23,Chicago Sky,Courtney Williams,28,30.4,10,4.2,10,42,1.2,2.8,43.6,0.4,0.6,58.8,0.9,5,5.9,6.2,2.2,0.9
2022-23,Chicago Sky,Elizabeth Williams,28,29.3,9.3,4,7.7,52.1,0,0,0,1.3,2.2,57.4,2.3,3.3,5.6,2.3,1.3,1.2
2022-23,Chicago Sky,Kahleah Copper,27,31.5,19.4,7.1,15.5,46.1,1.9,4.3,42.7,3.2,4.1,78.4,0.7,3.6,4.3,1.8,2.5,0.7
2022-23,Chicago Sky,Marina Mabrey,27,29.8,15.1,5,12.7,39.7,2,5.4,37.4,3,3.5,84.2,0.9,3.1,4,3.7,2.1,0.6
2022-23,Chicago Sky,Alanna Smith,25,28.7,9.7,3.8,7.7,49,0.8,2.7,27.9,1.4,2.2,65.5,1.9,5.3,7.2,1.9,1.8,1.5
2022-23,Dallas Wings,Arike Ogunbowale,29,37,20.8,7.4,19,39,2.8,8.5,32.4,3.2,3.7,86.9,0.4,3,3.4,4.5,2.6,1.7
2022-23,Dallas Wings,Natasha Howard,29,33.5,17.3,6.6,14.3,45.8,1,3.3,30.2,3.2,3.8,82.9,2.3,6,8.3,2.3,2.8,1.3
2022-23,Dallas Wings,Satou Sabally,29,33.2,18,6.1,14.2,42.7,1.7,4.7,35,4.2,4.9,86.6,2.4,6.3,8.7,3.9,2.8,1.6
2022-23,Dallas Wings,Crystal Dangerfield,23,27,7.5,3.1,7.4,41.5,0.7,2.6,28.3,0.6,0.7,86.7,0.7,2.3,3,3.3,1.1,0.8
2022-23,Dallas Wings,Teaira Mccowan,19,26.1,11.8,4.9,8.7,56.6,0,0.2,0,1.9,3.2,59,3.5,4.8,8.3,1.5,1.6,0.7
2022-23,Indiana Fever,Aliyah Boston,29,30.6,14.8,5.9,9.9,59.2,0.1,0.2,66.7,2.9,3.8,75.7,3,5,8,2.2,1.7,1.3
2022-23,Indiana Fever,Erica Wheeler,29,26.1,9.8,3.7,9.2,40.2,0.8,2.5,31.9,1.6,1.9,85.5,0.4,2.5,2.9,4.9,2.1,0.9
2022-23,Indiana Fever,Kelsey Mitchell,29,33.2,16.7,5.6,13.2,42.4,2.2,6.1,36.9,3.2,3.8,84.7,0.3,1.2,1.6,3,2.2,0.8
2022-23,Indiana Fever,Lexie Hull,25,22,5.2,2,5,40.5,0.5,2.1,25,0.6,0.7,77.8,1.1,1.6,2.7,1.1,1.1,1.1
2022-23,Indiana Fever,Nalyssa Smith,19,28.8,15.6,6.2,13.3,46.6,0.5,2.3,22.7,2.7,3.6,75,2.4,7.3,9.7,1.5,2.8,0.4
2022-23,Los Angeles Sparks,A'Ja Wilson,28,30.2,20.5,7.3,13.7,53.5,0.2,0.8,23.8,5.7,7.2,79.2,2,7.5,9.6,2,1.4,1.3
2022-23,Los Angeles Sparks,Chelsea Gray,28,31.7,14.9,5.5,10.8,50.8,1.6,3.6,45.5,2.3,2.5,91.4,0.3,3.3,3.5,6.8,2.7,1.5
2022-23,Los Angeles Sparks,Jackie Young,28,31.2,18.7,6.7,12.3,54.7,2.4,5.1,47.6,2.9,3.5,82.5,0.5,3.4,3.9,3.6,1.7,1.4
2022-23,Los Angeles Sparks,Kelsey Plum,27,31.7,19.2,6.7,13.8,48.9,2.3,6,38.3,3.4,3.7,91.1,0.2,2.4,2.6,4.3,2.2,0.9
2022-23,Los Angeles Sparks,Candace Parker,18,23.6,9,3.3,7.2,46.5,0.9,2.8,33.3,1.4,1.6,89.3,0.9,4.5,5.4,3.7,1.7,1.5
2022-23,Phoenix Mercury,Sophie Cunningham,25,28.2,10.6,3.4,8.2,41.3,1.9,5.3,35.3,2,2.2,87.5,0.5,2.2,2.6,2,1.6,0.8
2022-23,Phoenix Mercury,Moriah Jefferson,24,24.2,8.8,3.5,8.8,40.1,0.9,2.6,33.3,0.9,1.2,75,0.2,1.8,2,3.5,1.5,1.2
2022-23,Phoenix Mercury,Brittney Griner,22,27.6,18,7.1,12.3,58.1,0,0.3,16.7,3.7,4.7,79.6,1.4,5.3,6.7,2.1,2.4,0.5
2022-23,Phoenix Mercury,Brianna Turner,21,28.3,3.8,1.8,2.8,65.5,0,0,0,0.2,0.2,80,1.1,5,6.1,1.4,1.5,1.1
2022-23,Phoenix Mercury,Diana Taurasi,21,28.4,17.8,5.6,13,43,2.7,7.7,35.4,4,4.6,86.5,0.1,3.5,3.6,4.7,3.1,0.5
2022-23,Minnesota Lynx,Kayla Mcbride,27,31.4,13,4.4,10.3,42.7,2.1,5.9,35,2.1,2.5,85.1,0.3,2.8,3.1,2,1.4,1.3
2022-23,Minnesota Lynx,Napheesa Collier,26,33.1,21.9,8.1,16.7,48.5,1.1,3.7,30.5,4.5,5.4,83.7,1.7,6.3,8,2.5,2.2,1.6
2022-23,Minnesota Lynx,Dorka Juhász,22,27.3,7.1,2.9,5.9,48.8,0.5,1.4,32.3,0.9,1.7,52.6,1.8,5.1,6.9,2.3,1.5,1
2022-23,Minnesota Lynx,Diamond Miller,21,26.3,12.5,4.4,11.4,38.9,0.8,2.9,26.2,2.9,3.5,81.1,0.7,3.2,4,2.8,2.3,1.1
2022-23,Minnesota Lynx,Lindsay Allen,19,28.7,7.7,2.7,6,45.6,0.3,1.1,23.8,2,2.5,79.2,0.7,1.9,2.6,5.1,1.7,0.7
2022-23,New York Liberty,Betnijah Laney,28,29.3,11.4,4.6,9.6,47.6,1.4,3.6,38.2,0.9,1.2,72.7,0.7,2.7,3.4,2.3,1.7,0.9
2022-23,New York Liberty,Breanna Stewart,28,34.4,22.7,7.6,16.6,45.6,2,5.5,37,5.5,6.4,85.6,1.5,7.6,9.2,3.6,1.6,1.5
2022-23,New York Liberty,Jonquel Jones,28,24.8,11.8,4.6,8.4,55.1,0.9,2.4,37.3,1.7,2,87.3,2.6,5.8,8.4,1.6,2.1,0.5
2022-23,New York Liberty,Courtney Vandersloot,27,30.4,10.6,4.1,9.2,45,0.9,2.9,30.4,1.4,1.8,75.5,0.6,3.1,3.6,7.9,2.8,1.1
2022-23,New York Liberty,Sabrina Ionescu,26,31.8,17,5.3,13.1,40.5,3.6,8.2,44.1,2.7,3.1,87.7,1,5.1,6,5.8,2.8,1
2022-23,Las Vegas Aces,Nneka Ogwumike,28,31.5,19.8,7.5,14.8,50.8,0.6,1.7,35.4,4.2,4.7,90.1,1.8,7.4,9.1,2.6,2.3,1.6
2022-23,Las Vegas Aces,Jordin Canada,27,32.4,13.3,4.3,10.7,40.3,1,3.2,32.2,3.6,4,89.8,0.3,3.1,3.4,6,2.8,1.9
2022-23,Las Vegas Aces,Azurá Stevens,18,24.8,9.7,3.7,9.2,40.6,1.3,3.3,38.3,1,1.4,69.2,1.4,3.6,5,1,1.1,1.1
2022-23,Las Vegas Aces,Dearica Hamby,16,27.5,10,4,9.1,44.1,0.2,1.2,15.8,1.8,3.4,52.7,1.3,5.6,6.9,2.2,1.8,0.9
2022-23,Las Vegas Aces,Karlie Samuelson,15,28.1,8,2.4,5.5,43.4,1.7,3.9,42.4,1.5,1.6,95.8,0.2,2.9,3.1,2.4,1.1,0.8
2022-23,Seattle Storm,Ezi Magbegor,28,32.5,13.7,5.4,10.9,50,0.6,1.9,31.5,2.2,3.2,69.7,1.6,6.4,8,2.4,2.4,1.2
2022-23,Seattle Storm,Jewell Loyd,26,35.2,24.3,7.4,19.5,38.1,3.3,8.6,38.4,6.2,7,88,1.3,3.2,4.5,3.5,3,1.1
2022-23,Seattle Storm,Kia Nurse,20,23,6.7,2.3,6.8,33.8,1.6,4.4,35.6,0.6,0.6,100,0.4,2,2.4,1.9,0.8,0.9
2022-23,Seattle Storm,Ivana Dojkic,15,24.7,7.8,2.5,6.7,36.6,1.3,3.1,40.4,1.6,2.3,68.6,0.2,2.1,2.3,3.7,1.9,0.9
2022-23,Seattle Storm,Dulcy Fankam Mendjiadeu,11,19.1,6,2.8,4.8,58.5,0,0.1,0,0.4,1.4,26.7,2.4,3.5,5.9,0.3,1.3,0.5
